"Population","Latitude","Longitude","Median_house_value","Median_household_income","Mean_household_income"
5824,40.31793,-75.15421,393.4,93125,111478
3395,40.3189,-75.13435,332.5,48627,63390
2649,40.31043,-75.13016,464.9,76645,104359
3152,40.29796,-75.17573,278.4,80397,86138
6760,40.24378,-75.08069,338.5,95595,108107
5595,40.19478,-74.99853,420.8,108750,132725
5901,40.18434,-74.97053,399,127724,151149
3610,40.22649,-75.04389,561.1,108802,156809
3507,40.20356,-74.96898,298.4,66273,83530
4009,40.21333,-74.96375,350.5,105563,117033
3559,40.20042,-74.94816,384.7,95259,125953
2673,40.19392,-75.01984,384,112132,113139
5278,40.22054,-74.94371,309.4,95673,113312
2044,40.24492,-74.96032,450.7,145603,153214
4835,40.23992,-74.91652,374.2,108646,130143
4778,40.26064,-74.95654,368.4,116202,128968
2248,40.2289,-74.9323,487.7,80000,129446
3981,40.22564,-74.80756,444.3,113672,142739
2434,40.24092,-74.83687,338.8,73194,85042
6346,40.20047,-74.8178,338.5,75924,86144
6276,40.16492,-74.82174,232.7,57633,66217
6968,40.46341,-75.34289,206.8,60704,69026
2290,40.86719,-79.88922,98.2,39521,53259
1980,40.86599,-79.9013,102.5,44792,56180
2354,40.8621,-79.88937,83.7,22092,29103
3560,40.85248,-79.88869,89.3,32380,39017
2999,40.84765,-79.89327,117.7,51667,60924
1960,40.88172,-79.91856,148.3,64896,82249
4769,40.85354,-79.95624,156,58382,78879
4503,41.08946,-80.01709,138.8,41484,53731
4400,40.9905,-79.89745,118.3,47119,54829
2847,40.92557,-79.9339,118.6,47750,58468
5051,40.90902,-79.91408,178.7,63967,72867
4698,40.84631,-80.0086,176.9,50171,64580
5616,40.85034,-79.83287,120.2,50747,61673
4389,40.72468,-79.82743,157.4,46982,59259
4364,40.77443,-80.034,150.3,57955,66213
4702,40.79254,-80.13787,169.6,48384,62865
4938,40.72807,-80.12399,250.5,116369,114336
4268,40.70639,-80.13332,265,84583,97347
2659,40.68969,-80.11939,156.7,62647,72903
5515,40.72802,-80.08236,380.1,121935,142593
2888,40.68671,-80.06333,271.6,88000,108417
7813,40.69219,-80.03759,330.6,110363,153066
6483,40.70058,-79.99883,209.8,61525,85386
5390,40.703,-79.92033,172.9,70441,78905
1234,40.32449,-78.91927,183.6,12459,18373
837,40.31747,-78.91756,26.3,24094,33072
1819,40.29847,-78.90656,46.1,32516,42280
4248,40.36955,-78.88909,82.2,44952,53981
3575,40.29648,-78.89472,82.6,43523,49311
3144,40.30026,-78.84728,125.8,54706,73857
1636,40.28849,-78.91831,72.3,40333,44013
5181,40.31903,-78.94931,155.7,60764,75486
3443,40.33595,-78.95267,65.7,38339,47688
2734,40.47273,-78.83587,71.4,42443,47319
3835,40.65758,-78.77901,68.2,40594,48330
4302,40.51549,-78.62598,134.9,56719,61717
3803,40.60089,-78.70968,84.4,43988,54290
3351,40.48607,-78.72611,112.2,51326,58184
6722,40.45862,-78.58275,100.8,40519,50758
2073,41.51148,-78.23682,64.6,32831,41958
3012,41.49578,-78.23695,81.1,45060,54965
5950,40.98901,-75.55618,177.4,56983,62789
2252,41.05318,-75.65443,168.9,46300,65514
6370,40.93402,-75.86804,115.2,45851,54612
6383,40.84553,-75.84432,80.5,41953,52746
8642,40.84413,-75.58151,180.8,60564,66702
4420,41.04468,-77.65716,116,45000,55498
2950,41.04545,-77.97541,114.8,51580,56073
5317,40.85398,-77.99817,142.9,54485,60199
5657,40.95231,-77.64318,187.2,60938,69184
7187,40.83526,-77.63931,169.2,53911,64550
7470,40.892,-77.75131,162.7,54397,59926
4189,40.88017,-77.82661,158.9,53772,72052
8430,40.82007,-77.89284,171.7,45451,58073
5432,40.80112,-77.82262,243.6,78490,86934
6717,40.75038,-77.91607,242.6,72525,104068
6917,40.7968,-77.85229,258.8,14420,33712
4779,40.78757,-77.86458,281.1,23760,44855
3454,40.78953,-77.85631,168.9,17665,24275
2982,40.08449,-75.42585,488.7,103750,152586
2519,40.04447,-75.4824,343.6,61528,96680
5146,40.04363,-75.43845,459.6,104522,156479
3641,40.11905,-75.52207,300.8,91058,108355
4919,40.14189,-75.52023,223.9,79271,87001
4777,40.12997,-75.51761,188.1,52857,73294
7079,40.13251,-75.56146,288.3,87139,110303
6636,40.20412,-75.61675,273.8,94167,105370
2810,40.23115,-75.64689,221.7,49375,61473
2507,40.1753,-75.74664,326,75260,111912
1803,40.13255,-75.73024,439.6,98472,137934
5948,40.01518,-75.60423,295.2,93410,109920
3859,39.97983,-75.61365,438.7,123125,149298
3789,39.98632,-75.53329,590,77500,138286
5036,39.9568,-75.52617,395.3,109881,131928
3017,39.9176,-75.5655,433.8,116420,144217
2856,39.83226,-75.70979,455.3,106055,161930
4135,39.84081,-75.71122,212,63702,74062
1937,39.84812,-75.71101,249.2,61809,74675
2918,39.87994,-75.73062,463.7,134179,159520
4041,39.95588,-75.70526,340.9,89464,106603
8182,39.97585,-75.72981,318.8,107841,135426
4838,40.01922,-75.68462,332.8,89198,103831
3840,40.05748,-75.63413,265.9,90861,99919
4859,40.04742,-75.64986,322.8,73922,90743
6319,40.0415,-75.68551,392.8,134602,146588
3071,40.05703,-75.6889,432.2,117875,150065
3137,40.06811,-75.71215,375.4,135950,179068
4293,40.01691,-75.86732,239.7,60121,79085
4721,40.03274,-75.90457,233.8,79907,80884
7449,39.96117,-75.81824,272.6,87528,94705
2854,39.82015,-75.82782,207.4,69643,78037
2769,39.84254,-75.74981,321.2,54233,78461
3139,39.74899,-75.78819,369.2,117500,144424
1681,39.73798,-75.90303,313.9,86638,106238
5077,39.78491,-75.97929,219.4,48906,58532
4556,39.77716,-75.93872,312.5,100063,118872
4094,39.76246,-75.99289,252.6,63903,77469
3604,39.87091,-75.63189,511.9,119740,156095
3513,40.01753,-75.80688,289.4,78365,95431
3395,40.1311,-75.82528,296.6,64155,81413
1838,39.96829,-75.81301,164.5,49375,66876
3850,39.96368,-75.96358,237,73929,87394
5062,41.2039,-79.3385,111,41676,51549
3448,41.33667,-79.39045,118.6,45035,55318
4783,41.26116,-79.47949,112.2,45526,60180
3788,41.22124,-79.55538,101.1,45353,52918
3948,41.12589,-79.5793,85.1,41231,48944
5276,41.20994,-79.38059,121.7,25144,41708
4146,41.02569,-79.53533,71.5,37813,44539
3881,41.07558,-79.37804,110.5,44493,60215
3420,41.12239,-78.76993,66.3,35769,40744
4374,41.11983,-78.75685,93.8,33558,46192
2306,41.11518,-78.22531,90.2,43274,50074
7025,40.97466,-78.18733,84.2,43209,52289
3453,40.96312,-78.58664,81.5,41172,51906
2539,40.84184,-78.47391,67,33804,42985
6886,40.81222,-78.36853,77.9,41012,47448
2366,40.77857,-78.71289,66.2,36607,43665
3092,41.33513,-77.75011,48.2,27225,37872
7780,41.13538,-77.45808,97.6,28036,59969
3977,41.05925,-77.47164,115,47067,54847
3919,41.05231,-77.30134,121.3,49698,57460
5233,41.19401,-76.36926,152.8,43694,55548
3760,41.07374,-76.27007,127.4,52672,57298
5331,41.06246,-76.23725,89.9,33435,40431
5146,41.05206,-76.25463,90.7,34065,41192
3622,41.01388,-76.38911,114.3,45403,53942
2418,40.99744,-76.44784,108.3,45812,57616
8176,41.00902,-76.45049,136.7,31830,45823
2583,41.01911,-76.29849,146.2,56250,65370
4920,41.77574,-80.36478,100.9,40813,51263
2978,41.68,-80.43985,93.5,36250,46985
3748,41.62586,-80.29873,129.7,39754,58315
4010,41.7125,-80.11422,104.9,47611,57398
5053,41.65614,-79.9942,112.3,51548,61642
2403,41.65368,-79.69512,74.2,38147,47716
5662,41.54111,-80.07052,110.7,50088,55381
4780,41.62728,-80.12407,108.4,46654,60378
5054,41.63714,-80.14054,78.3,27970,39351
5630,41.62527,-80.20646,107.3,47532,61340
3679,41.52649,-80.29085,98.6,41667,52826
5411,40.29457,-76.93357,124.3,39714,47527
3437,40.26571,-76.92167,165.5,52941,70846
4900,40.27138,-76.94492,205.6,76829,88202
4388,40.26631,-76.91308,133.6,48585,65215
4135,40.23868,-76.92354,177.6,53871,66264
3263,40.19734,-76.93706,196.4,77981,109411
4564,40.21541,-76.9643,144.6,46023,50677
1569,40.22264,-76.95497,159.1,55313,61551
4474,40.28645,-76.9868,230.3,81786,138427
4375,40.24308,-76.9828,198.6,66356,74930
3932,40.16954,-77.00542,237.4,100046,118394
4414,40.16985,-76.98042,182.5,64551,83700
5823,40.16682,-77.06111,209.9,85275,99848
5918,40.22361,-77.0318,208.3,81850,90335
7040,40.24347,-77.13351,162.3,61658,72706
5017,40.24211,-77.20722,184.1,78697,83458
2077,40.20396,-77.18366,114,37292,45636
2049,40.20166,-77.18919,103.2,29809,39823
2562,40.20466,-77.19776,123.6,34596,44092
6995,40.17058,-77.14507,190.3,76188,89387
8001,40.16878,-77.36449,177,60156,67945
5304,40.06059,-77.51746,34,25368,30479
4449,40.05183,-77.51542,142.3,32406,44831
3013,40.27478,-76.89398,143.5,45875,52351
2745,40.28415,-76.89299,66.7,28378,32711
2699,40.28216,-76.89843,96.1,42292,48756
3728,40.29266,-76.89769,89.7,49905,59494
3081,40.27523,-76.87166,75.9,32628,40341
2409,40.26815,-76.86889,62.9,30979,37797
6612,40.26186,-76.86679,49.2,21448,28580
5233,40.24986,-76.85829,68.4,16514,27178
2700,40.27229,-76.86148,77.3,30518,35280
2296,40.31124,-76.89714,147.9,62953,67112
3358,40.30712,-76.85508,159.3,61953,77363
4130,40.27986,-76.83434,162.5,50028,62193
5473,40.29007,-76.81663,151.4,56622,63758
6419,40.30913,-76.81819,157,57260,63862
5718,40.34723,-76.81977,246.9,97523,127782
5659,40.33541,-76.78777,168.3,67319,77175
7017,40.30783,-76.78806,156.5,63459,75234
6067,40.29852,-76.76651,231.8,76573,96840
4467,40.28623,-76.78995,166,56827,70225
3080,40.27756,-76.80961,162.2,44357,57318
8386,40.24231,-76.82714,131,42615,49762
1561,40.26104,-76.83424,139.4,62778,69645
1832,40.22326,-76.8205,88.3,45066,51809
2750,40.2346,-76.76933,178.7,73711,83240
3429,40.20551,-76.72719,116.9,53516,61866
2688,40.29523,-76.62596,169.3,51079,80296
4538,40.26552,-76.71188,168.8,58600,64938
5718,40.36211,-76.67048,188.9,61979,72541
3833,40.61364,-76.75985,113.9,47692,60526
6674,39.95092,-75.25919,80.1,33148,39869
4103,39.94676,-75.25974,93.8,42862,48783
5316,39.9655,-75.28433,168.1,60394,69280
1934,39.95155,-75.30241,271.3,87744,93699
2924,39.95959,-75.2926,160.2,51735,59330
3503,39.95611,-75.31096,292.4,86890,102737
4134,39.96127,-75.30078,187.4,73185,80946
3636,39.94996,-75.31838,228.5,65417,79621
3032,39.94475,-75.30313,209.9,60063,74431
2114,39.93988,-75.29899,162.2,72143,78266
1824,39.92749,-75.27664,201.5,71944,76975
3684,39.94559,-75.27024,169.4,63994,70396
3321,39.92357,-75.25024,152.5,39576,52554
3582,39.92006,-75.25822,83.1,28396,37784
3646,39.92394,-75.26527,86.9,40711,45106
2498,39.914,-75.27124,103.7,36921,44386
6652,39.92918,-75.297,141.5,40667,49893
3028,39.8978,-75.28119,124.2,50448,56228
4273,39.89815,-75.28808,172.2,50392,61195
2880,39.90205,-75.29656,163,48987,55955
1926,39.88312,-75.29448,181.6,62969,71179
1763,39.87034,-75.28547,177.3,50750,69575
2328,39.86449,-75.29882,156.2,56250,68492
6454,39.88613,-75.30782,183.9,70996,71241
3611,39.88086,-75.32696,227.2,70671,79401
1615,39.86817,-75.3585,109.9,26364,38614
2493,39.86184,-75.37062,114.2,35994,41910
3655,39.861,-75.35799,85.4,23510,33582
2136,39.85846,-75.35071,51.6,28810,53416
1439,39.85588,-75.35732,61.2,37917,43570
2130,39.85024,-75.36782,46.3,30372,33499
3030,39.84258,-75.38309,74.3,28225,36040
2328,39.86701,-75.37791,151.8,56908,60331
3239,39.85661,-75.38062,109.3,41121,47616
1085,39.84417,-75.39491,91.6,38929,40151
1828,39.83143,-75.40503,112.2,42969,50706
3469,39.82576,-75.42337,110.3,52039,57584
4295,39.84909,-75.4386,231,72873,75729
4332,39.83115,-75.43553,186.3,60053,65482
5866,39.86561,-75.41483,230.1,79122,87868
5696,39.88045,-75.4465,258.1,76667,91846
5135,39.91861,-75.44636,431.8,86048,113913
2843,39.88847,-75.36182,326,112391,124382
2987,39.91637,-75.38971,289.5,48964,57652
2669,39.91115,-75.32658,216.2,58654,68615
4485,39.9235,-75.34805,307.4,72171,92444
4506,39.9362,-75.31911,285.1,102480,109686
1610,39.9082,-75.33586,255.4,73500,90841
3438,39.93022,-75.38093,317,70205,83111
4094,39.95412,-75.36984,416.9,91154,108105
5320,39.98684,-75.35874,351.7,69255,94090
3413,39.97456,-75.35562,318.9,72894,86350
4431,39.96488,-75.34451,328,59683,79433
1850,39.99995,-75.33676,629.2,137656,171796
3997,39.97983,-75.32749,317.7,80875,92259
3543,39.98726,-75.31895,341.3,80313,103375
4871,39.9903,-75.30551,338.8,105214,120276
2933,39.98034,-75.28724,331.7,117000,121963
3721,39.97395,-75.29557,291.2,87153,104463
2354,39.96773,-75.31181,288.4,81341,92088
2861,39.97237,-75.32933,296.5,86875,109363
4641,40.02669,-75.33495,270.1,61301,86007
6168,40.04992,-75.37198,836.2,93417,178859
6907,40.042,-75.39561,547.3,84071,129869
4820,39.97836,-75.40364,388.6,100102,131602
3823,39.99095,-75.38718,304.4,80764,92644
3640,39.86969,-75.56113,431.4,98929,169480
3372,39.89143,-75.32169,190.6,61218,67953
4880,39.89789,-75.32834,228.3,68362,79279
1624,41.573,-78.68266,96.6,50889,60456
3330,41.46135,-78.75947,104.2,45069,56661
4078,41.42461,-78.73301,72.2,37526,50805
2279,41.29076,-78.48687,81.1,44018,50265
2106,41.45076,-78.52931,122.3,48281,51759
4214,42.12762,-80.09894,68.6,29419,44857
2737,42.13325,-80.06684,45.9,20668,30878
2877,42.10244,-80.11259,74.3,38292,42805
2509,42.11482,-80.09066,51.1,21669,30111
1824,42.12611,-80.06754,39.8,20270,26005
2679,42.13224,-80.03787,41,24111,25126
2880,42.12082,-80.05543,53.1,29130,35227
3454,42.10751,-80.09511,72.4,32568,35513
3854,42.09823,-80.09619,85.2,45549,49462
2832,42.10186,-80.08776,77.2,36672,50738
3147,42.10617,-80.07834,80.1,34221,43013
6817,42.11598,-80.02678,86.4,41987,51420
7462,42.10663,-80.05203,91.7,41548,50599
2839,42.09535,-80.07327,143.3,61675,93046
3425,41.9626,-80.4408,107.5,42480,51642
2079,41.88882,-80.41603,107.8,40625,48366
6145,42.01124,-80.3331,102.2,42604,50452
5522,41.99513,-80.31923,126,55689,69204
4797,42.00031,-80.1333,147.7,53835,69679
4651,42.06318,-80.23865,216.3,80897,107467
3553,42.08091,-80.14759,116.5,50329,60298
4161,42.07385,-80.10485,132.5,42727,53391
5152,42.10341,-80.02099,137.6,60000,67160
3439,42.08668,-80.05627,165.5,63438,82088
6603,42.04402,-80.05848,154.8,55403,70045
3341,42.13703,-80.01287,77.1,49954,54178
2616,42.18197,-79.95116,140.9,55000,62220
3122,42.14261,-79.94134,159.6,67929,75397
2878,42.22684,-79.83542,125.8,59000,68875
3221,41.9213,-79.69072,105.3,45761,53236
6605,41.92363,-79.63912,69.8,30071,42148
3320,41.89788,-79.84586,72.9,41298,45000
6438,41.87417,-80.12565,144.5,29739,48084
3798,40.08482,-79.60414,82.2,43654,50143
4573,40.07711,-79.5138,101.2,48804,54318
6519,40.0202,-79.42618,94.9,37500,46910
4558,40.00375,-79.64038,109.5,39681,51141
2528,40.00726,-79.73465,72.4,40243,47166
2518,39.95638,-79.86521,47.2,25703,28059
3048,39.99746,-79.84422,63.9,29750,40336
4205,39.94263,-79.80009,78.7,40111,46815
3639,39.89857,-79.69972,78.7,34580,41160
4915,39.88753,-79.74918,160.8,66339,77481
3140,39.79089,-79.46241,90.6,38105,50499
7128,39.83353,-79.76193,79.1,33365,42582
5097,39.88701,-79.865,76.4,29194,45923
3450,39.84728,-79.90392,74.3,30565,44076
2334,39.7918,-79.79842,82,34477,45313
4395,41.47191,-79.11391,85.3,37604,43895
8271,39.9751,-77.61839,182.9,54955,65353
6427,39.91762,-77.59738,185.8,55250,68869
8104,39.87396,-77.60093,226.2,59358,71224
4888,39.92749,-77.66763,175.3,33473,42819
4131,39.95098,-77.64328,144.9,46096,54221
2958,39.94109,-77.66697,134.7,27775,35337
5935,39.91723,-77.7815,160.2,50741,58836
5991,39.86051,-77.89017,166.7,46745,53041
3996,39.78982,-77.72702,216.8,47788,81854
7246,39.82152,-77.55708,166.4,48633,57990
4018,39.74417,-77.58505,204,52692,63489
3520,39.75468,-77.5888,158.3,44484,51089
2752,39.7503,-77.58039,179.8,42599,52365
3732,39.72878,-77.50064,168.2,57973,62222
4689,39.92414,-77.99813,159.6,41316,54263
7106,39.89558,-79.96897,98.8,40015,52262
4733,39.95632,-80.14818,80.8,43723,56610
4290,39.84726,-80.38311,88.6,45521,59789
4395,39.89845,-80.14227,154.4,43750,66733
2718,39.75312,-80.16073,88.1,43447,53254
7862,40.51911,-78.0517,106.2,43444,56504
2057,40.1842,-77.83197,133.1,50139,55997
2673,40.76134,-78.87933,78.1,38882,47856
3454,40.70376,-79.09651,133.4,60707,71369
5245,40.67036,-79.24291,104.2,51098,59631
7141,40.61737,-79.18717,179.5,40984,58603
3917,40.59877,-79.15187,157.9,66607,86380
2188,40.62559,-79.15774,114.8,34440,51098
4122,40.6455,-79.00559,91.5,45625,52027
3361,40.56314,-78.93049,106.5,47179,54949
4764,40.54194,-79.17658,99.9,39794,51069
1775,40.56286,-79.33864,75.9,44792,49239
2488,40.44256,-79.01365,95.4,37366,45727
2072,41.24788,-78.79241,78,31953,50984
3190,41.25919,-78.84902,89.5,50395,60811
5565,41.19946,-78.9292,89.3,40900,50229
1913,41.16491,-79.07982,107.4,42206,80551
2759,41.09477,-78.88649,61.8,38224,42024
4077,40.99133,-79.11166,85.8,44016,52495
4230,40.99021,-78.88257,89.9,43508,50331
3805,40.95209,-78.95931,97,46094,61041
6300,40.53081,-77.43052,125.9,43908,51312
4982,40.56778,-77.28404,134.4,47297,54530
1977,41.40856,-75.63975,116,41661,49748
2975,41.4246,-75.64952,138.6,35820,48372
2681,41.43698,-75.66333,87,37206,49600
2855,41.42605,-75.66554,88.7,32792,36922
3034,41.4241,-75.67602,123.5,43125,56358
4789,41.4319,-75.6898,164,56184,72393
1489,41.41588,-75.69211,97.6,47734,51215
2215,41.41372,-75.6855,92.1,35604,41648
2439,41.40764,-75.68873,102.3,37192,40885
3166,41.39968,-75.66294,87.5,31390,41215
2434,41.39595,-75.66595,87.1,30703,34567
2747,41.39407,-75.65751,111.3,48802,61728
4160,41.38404,-75.67239,110.6,18508,33865
2929,41.61033,-75.48651,102.5,39427,49658
4905,41.53486,-75.62307,181.5,49861,73276
6685,41.50139,-75.67701,224.6,79410,97564
2564,41.51114,-75.70855,345.9,117222,143882
2965,41.48352,-75.69308,192.1,63182,104718
5194,41.49095,-75.70632,191.3,64153,91508
2922,41.54872,-75.52453,132.3,44600,55135
4676,41.4744,-75.56607,122.8,49265,58693
5151,41.46726,-75.59682,129.4,49031,56275
3481,41.4686,-75.61887,150.3,45643,62252
2589,41.45763,-75.62905,122.7,43269,55190
4088,41.44831,-75.61677,121.3,40651,50146
4563,41.42582,-75.62495,147.4,48500,76207
4266,41.44427,-75.76292,193.1,61916,85853
5719,41.35959,-75.71311,152.7,55581,75968
4185,41.27973,-75.58834,176,71143,69763
6182,41.31391,-75.49533,182.1,55767,67660
2948,40.04427,-76.29321,100.7,36144,44063
4444,40.04701,-76.30675,99.7,24146,35767
3306,40.03932,-76.31677,116.3,36434,46390
3957,40.04073,-76.29414,93.9,24820,37039
4693,40.02495,-76.31638,103.8,49219,50349
7280,40.26183,-76.15284,194.5,58639,66512
5416,40.21874,-76.23222,201.2,67201,87596
4858,40.16292,-76.39697,153.9,46039,56403
4327,40.1836,-76.46883,201.9,65433,81976
9853,40.15807,-76.56534,187.7,65995,73787
5875,40.15975,-76.60056,172.6,51359,60202
5690,40.14825,-76.59701,162.1,43889,48771
8260,40.13268,-76.61577,184.2,62763,73373
3194,40.10884,-76.67336,172.8,61919,79614
7755,40.08046,-76.56226,176.8,64025,69586
4319,40.03106,-76.49415,93.5,32359,40527
5926,40.05015,-76.47458,174.6,56824,71684
7741,40.06105,-76.43766,199.6,70293,77594
4779,40.04736,-76.36082,182.8,70378,90678
3025,40.07278,-76.2735,256,82946,127506
5752,40.08202,-76.29297,217.8,51032,66324
2665,40.05745,-76.32055,162,55303,91473
5486,40.11477,-76.32723,351.7,135049,170612
6066,40.1649,-76.27174,212.7,67098,74121
3174,40.18682,-76.1822,161.4,47112,52821
4175,40.18286,-76.20924,199.2,62614,77708
5207,40.17608,-76.16172,205,63527,70842
7561,40.23528,-76.08521,206.6,68431,80143
7802,40.12664,-76.03572,215.1,59179,70692
5378,40.10268,-76.08847,171.6,53151,58808
7024,40.10798,-76.08888,222,53779,63125
5710,40.03453,-76.25091,201.6,47736,64102
4994,40.06396,-76.24417,196.9,54323,83099
6624,40.0302,-76.20931,195.2,54096,59453
4265,40.02231,-76.27419,208.3,66566,74097
4625,39.9759,-76.26497,235.1,62083,76274
3080,40.0387,-76.28056,147,47722,59449
4229,40.03113,-76.3345,173.3,51445,68190
2484,40.04497,-76.33195,324.3,104015,154503
9175,40.02265,-76.39202,184.2,67853,74102
3815,39.98094,-76.42421,217.5,62500,76662
4605,39.96809,-76.29639,197.1,68934,78369
3776,39.93963,-76.3498,198.6,60391,74765
6991,39.96859,-76.18657,221.6,68813,76261
5220,40.03832,-76.1104,237.1,56250,66125
5131,39.98865,-76.10588,208.8,57804,70695
7657,39.94131,-76.03676,235.3,55649,66796
6897,39.90996,-76.22643,179.1,47454,54917
4446,40.03305,-76.29724,78.5,21900,33403
4370,41.01954,-80.33882,81.9,48585,57395
1976,41.00279,-80.32529,54.4,29167,36824
1284,41.00024,-80.33503,27.5,24955,29775
3393,41.06091,-80.34982,221.3,53750,86814
2466,41.11898,-80.33326,157.6,47708,57023
3452,41.09221,-80.46329,92,51989,53520
3083,41.02981,-80.4647,93.1,34403,50592
2867,41.00179,-80.37144,74.3,42529,47216
6216,41.03452,-80.34852,133.3,53237,64639
3283,40.96201,-80.22458,136.6,45395,54516
5031,40.95987,-80.29244,136,55509,67281
4182,40.95578,-80.33673,78.5,41278,47529
4487,40.91603,-80.44389,123.3,60750,71206
4176,40.88229,-80.25288,106.3,47083,56677
2145,40.86072,-80.26851,97.2,46574,54386
2551,40.85674,-80.28997,68.7,25670,34736
4336,40.34466,-76.43108,62.6,27301,34138
3600,40.34252,-76.40366,104.1,47407,53147
2381,40.35545,-76.53627,175.2,57109,66145
4767,40.3307,-76.51104,152.9,55786,65486
2080,40.3365,-76.47457,150.9,57083,59186
5545,40.36169,-76.39284,152.4,50679,67514
4069,40.29565,-76.29244,208.7,55257,64376
4310,40.31929,-76.37608,212,72308,84749
2700,40.34089,-76.39087,121,56821,64855
3348,40.33647,-76.44685,99.7,47857,55667
4150,40.62078,-75.43738,145.4,43210,49128
2646,40.60903,-75.4606,91.8,25149,34211
6243,40.59194,-75.45068,144.5,33112,43865
7226,40.59005,-75.47183,140,41520,48871
2143,40.56822,-75.48871,149.5,50326,54532
6612,40.56672,-75.46548,170.5,51250,56043
4459,40.60796,-75.49233,149.3,30096,42235
5151,40.60144,-75.48759,124.9,34542,39769
7023,40.59478,-75.48747,154.8,24450,37947
4379,40.6078,-75.50386,155.2,53796,65623
7134,40.59857,-75.52433,231.5,70075,89143
3416,40.69861,-75.68969,225.5,75565,77723
2173,40.63498,-75.65613,286.8,86071,102401
4912,40.68283,-75.52289,199.9,67727,73470
4488,40.6395,-75.47479,174.2,41902,51894
3201,40.61989,-75.48943,228.3,55819,58743
6436,40.6532,-75.46611,140.7,56684,61413
5778,40.61549,-75.56153,326.1,91932,122303
3688,40.57969,-75.53513,221.2,51102,62766
7329,40.57771,-75.58446,312.7,108698,112867
4118,40.5941,-75.60304,350,109766,127724
6899,40.51284,-75.59355,226.5,78144,83207
3946,40.55909,-75.53568,292.7,94800,132925
8327,40.53916,-75.56323,272.3,78966,104265
7205,40.53078,-75.57536,298.9,88833,98593
4792,40.48799,-75.52028,290.1,74007,94452
4917,40.59256,-75.4268,179,60464,67040
2793,40.57444,-75.43455,195.8,63808,71329
4597,40.60293,-75.39548,148.7,43655,51435
2386,40.50996,-75.39135,232,58370,67169
6395,40.54317,-75.38943,331.1,97303,142990
3966,40.53782,-75.42781,272.7,90506,114337
3972,40.61993,-75.40583,160.5,40682,50546
4640,40.62082,-75.39027,176.1,44647,53369
2867,41.24596,-75.88175,146.7,14107,22552
3630,41.24372,-75.9021,105.7,38780,54269
1818,41.23968,-75.91509,94.3,42083,49670
3705,41.23336,-75.88489,79.7,35795,46552
1252,41.24997,-75.8714,61.7,27435,41750
2303,41.25529,-75.87078,63.4,26948,35925
1997,41.25511,-75.86313,76.8,31595,34828
2262,41.24695,-75.86327,69.5,29651,35423
2315,41.25768,-75.8444,77.5,33722,45039
3368,41.31558,-75.75225,141,60120,73681
2661,41.33755,-75.743,97.7,47425,55616
1196,41.31755,-75.79809,99.9,28750,39018
1831,41.33623,-75.7833,95.7,31447,41050
1516,41.31641,-75.79228,84.2,31638,38199
2378,41.38535,-75.84039,153.9,68578,86012
2804,41.3317,-75.9672,165.8,59907,77845
6320,41.34572,-75.95337,173.5,56040,75947
4646,41.28003,-75.99012,218.3,75882,101672
3496,41.30319,-76.03704,159.6,56206,76994
2049,41.33636,-76.09111,151,60475,66908
3073,41.31047,-75.83559,131.3,39621,56477
1886,41.25623,-75.81709,109,42763,66067
6147,41.28033,-75.83803,121.9,52275,71182
1928,41.2724,-75.85502,93.1,35850,52650
4214,41.28381,-75.87406,139.6,60653,65728
5062,41.29453,-75.87799,117.4,52679,57028
5158,41.26949,-75.89529,95.1,36563,43976
3530,41.26809,-75.88224,179.5,56786,78900
1405,41.25904,-75.89461,105.3,40402,50640
1711,41.27946,-75.90582,96.6,47279,50247
2271,41.24379,-75.94114,87.1,20690,31145
1606,41.23768,-75.95979,75.3,31469,38946
1687,41.23392,-75.93169,86.4,37866,43636
2790,41.21419,-75.90113,73.4,39282,47157
2967,41.22791,-75.86939,85.5,37695,45181
3966,41.19729,-75.75934,166.5,57917,71707
4520,41.15908,-75.87836,226.7,81439,91470
5651,41.12423,-75.9167,182.9,75806,89219
3982,41.12157,-76.00516,160.9,60885,69661
2042,41.20603,-76.16615,145.8,65300,64561
2937,41.28021,-76.16061,165,55703,61837
3747,41.21153,-76.25624,147.9,52650,59070
4254,41.07964,-76.20314,132.7,42083,56894
3531,41.01968,-75.897,84.7,35382,46044
3565,41.02621,-75.84719,92.6,35509,43450
1881,40.94302,-76.01535,86.8,34432,56917
1605,40.94999,-75.9799,62,26799,50855
2755,40.95641,-75.97671,88.1,32326,43359
3529,40.96163,-75.98559,93.2,35347,41393
3184,41.25583,-76.99646,120.2,45154,57038
5959,41.24256,-77.0312,75.8,34263,38351
4373,41.24307,-77.01422,72.4,17471,26494
2900,41.24744,-77.00125,95.5,30462,44033
2734,41.24708,-76.99313,74,26602,36150
2380,41.23612,-77.0243,70.8,8639,19026
2509,41.23505,-77.05485,85.9,33077,62669
1049,41.30708,-77.36275,159.7,51625,63684
3353,41.26049,-77.20841,137,51701,60771
5798,41.34402,-76.91194,156.5,56189,65032
4331,41.24796,-76.61761,139.1,54403,61449
6094,41.25252,-76.73235,134.6,51851,62202
4615,41.25345,-76.91615,124.8,42117,50572
5542,41.25652,-76.96383,142.3,38036,52319
4938,41.25897,-77.0637,124.6,45456,55362
3415,41.97208,-78.67262,86,50000,56404
5556,41.94128,-78.3971,64.5,43881,52418
